ID_SEDE_IRCA;COD_DANE;MUNICIPIO;NOMBRE_SEDE_IRCA;ZONA_IRCA;DIRECCION_IRCA;NOMBRE_ABREVIADO_IRCA;TELEFONO_IRCA;ESTUDIANTES_ACTUAL;ESTUDIANTES_IRCAS;ESTUDIANTES_SEDESUESVALLE;ESTUDIANTES_MEN_REFERENCIA;FUENTE_MATRICULA_FINAL;ESTADO_COMPLEMENTO_MATRICULA;REQUIERE_VALIDACION_MATRICULA;CONECTADA_ACUEDUCTO;NOMBRE_ACUEDUCTO;IRCA_ORIGINAL;NIVEL_RIESGO_IRCA;CODIGO_SISA_ACUEDUCTO;TRATAMIENTO_EN_ESCUELA;FUENTE_ABASTO;CALIFICACION_BLOQUE_AGUA;CONCEPTO_SANITARIO;FECHA_VISITA;TIPO_CRUCE;ESTADO_CRUCE;ESTADO_GEORREFERENCIACION;OBSERVACION_CRUCE;ID_SEDESUESVALLE;INSTITUCION_INS;SEDE_INS;ESTADO_SEDE;NATURALEZA;JORNADA;NIVEL_EDUCATIVO;DIRECCION_MAPA;LONGITUD;LATITUD;LONGITUD_SEDESUESVALLE;LATITUD_SEDESUESVALLE;LONGITUD_MEN;LATITUD_MEN;FUENTE_COORDENADA;ESTADO_COORDENADA;BENEFICIARIOS_PAE_2025_1SI;TOTAL_GENERAL_INS;MEN_ANIO;MEN_ESTABLECIMIENTO;MEN_SEDE;MEN_ZONA;MEN_DIRECCION;MEN_METODO_CRUCE;MEN_SCORE_CRUCE;GRUPO_SEGUIMIENTO;RIESGO_IRCA_AGRUPADO;BRECHAS_INFORMACION;TIENE_BRECHA_INFORMACION;CALIDAD_DATO_SEDE;INDICE_PRIORIDAD_SANITARIA_ESCOLAR;NIVEL_PRIORIDAD_ANALITICA;ACCION_SUGERIDA;SCORE_PRIORIDAD;NIVEL_PRIORIDAD
822;276250000699;EL DOVIO;I.E ACERG SEDE ALBERTO FRESNEDA;RURAL;VEREDA LA PEÑA;ALBERTO FRESNEDA;3117089017;8;8;8;6;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;NO REGISTRA;NO REGISTRA;SD;SIN DATO;No Registra;ACUEDUCTO RURAL;SIN DATO;15/30;FAVORABLE;2025-03-07;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;394;INSTITUCION EDUCATIVA ACERG  ASOCIACION DE CENTROS EDUCATIVOS DEL CAÑON DEL RIO GARRAPATAS;ALBERTO FRESNEDA;ACTIVA;OFICIAL;UNICA;EDUCACIÓN BÁSICA SECUNDARIA;VDA LA PEÑA;-76.32840107;4.511650979;-76.32840107;4.511650979;-76.33;4.51;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;8;2.019;IE ACERG;ALBERTO FRESNEDA;RURAL;VDA LA PEÑA;COINCIDENCIA_NOMBRE_FUERTE;0.93;BRECHA INFORMACION;Sin dato / información incompleta;SIN_DATO_IRCA;SI;BAJA;31.06;BAJA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.48;BAJA
823;276250000320;EL DOVIO;I.E ACERG SEDE SAN MARTIN DE PORRES;RURAL;CORREGIMIENTO MONTE AZUL;SAN MARTIN DE PORRES;No Registra;7;7;7;7;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;NO REGISTRA;NO REGISTRA;SD;SIN DATO;No Registra;ACUEDUCTO RURAL;SIN DATO;25/30;FAVORABLE;2025-05-15;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;404;INSTITUCION EDUCATIVA ACERG  ASOCIACION DE CENTROS EDUCATIVOS DEL CAÑON DEL RIO GARRAPATAS;SAN MARTIN DE PORRES;ACTIVA;OFICIAL;UNICA;EDUCACIÓN MEDIA;CORREG MONTE AZUL;-76.25106595;4.58909484;-76.25106595;4.58909484;-76.25;4.59;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;7;2.019;IE ACERG;SAN MARTIN DE PORRES;RURAL;VDA MONTE AZUL;COINCIDENCIA_NOMBRE_FUERTE;0.93;BRECHA INFORMACION;Sin dato / información incompleta;SIN_DATO_IRCA;SI;BAJA;30.74;BAJA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.45;BAJA
824;276400000170;LA UNION;I.E JUAN DE DIOS GIRON SEDE TRINIDAD TAMAYO;RURAL;CORREGIMIENTO CORCEGA;TRINIDAD TAMAYO;3234893922;5;5;5;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;NO REGISTRA;NO REGISTRA;SD;SIN DATO;No Registra;ACUEDUCTO RURAL;SIN DATO;28.5/30;FAVORABLE;2025-12-02;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;555;INSTITUCION EDUCATIVA JUAN DE DIOS GIRON;TRINIDAD TAMAYO;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN BÁSICA PRIMARIA;CORREG CORCEGA;-76.04723786;4.541805899;-76.04723786;4.541805899;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;5;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;BRECHA INFORMACION;Sin dato / información incompleta;SIN_DATO_IRCA;SI;BAJA;29.96;BAJA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.39;BAJA
825;276622000291;ROLDANILLO;I.E BELISARIO PEÑA PIÑEIRO SEDE SANTA CECILIA;RURAL;CORREGIMIENTO  EL CASTILLO;SANTA CECILIA;3104152752;4;4;4;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;NO;NO REGISTRA;SD;SIN DATO;No Registra;FUENTE PROPIA;SIN DATO;26/30;FAVORABLE;2025-07-10;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;722;INSTITUCION EDUCATIVA BELISARIO PEÑA PIÑEIRO;SANTA CECILIA;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN BÁSICA PRIMARIA;CORREG EL CASTILLO;-76.1400293556;4.44470883752;-76.1400293556;4.44470883752;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;4;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;BRECHA INFORMACION;Sin dato / información incompleta;SIN_DATO_IRCA;SI;BAJA;29.47;BAJA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.35;BAJA
826;;EL CAIRO;I.E GILBERTO ALZATE AVENDAÑO SEDE JUAN XXIII-FUNDACION PRODESARROLLO COMUNITARIO;RURAL;VEREDA EL PIÑUELO;JUAN XXIII-FUNDACION PRODESARROLLO COMUNITARIO;3117669041;13;13;0;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;NO REGISTRA;NO REGISTRA;SD;SIN DATO;No Registra;ACUEDUCTO RURAL;SIN DATO;23/30;FAVORABLE CON REQUERIMIENTOS;2026-03-05;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;SIN_COORDENADAS;;338;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;BRECHA INFORMACION;Sin dato / información incompleta;"SIN_DATO_IRCA; SIN_COORDENADA";SI;BAJA;35.86;MEDIA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.6;BAJA
827;;EL CAIRO;I.E GILBERTO ALZATE AVENDAÑO SEDE PIO XII - FUNDACION PRODESARROLLO COMUNITARIO;RURAL;VEREDA LA ESTRELLA;PIO XII - FUNDACION PRODESARROLLO COMUNITARIO;3203354219;10;10;0;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;NO REGISTRA;NO REGISTRA;SD;SIN DATO;No Registra;ACUEDUCTO RURAL;SIN DATO;21.5/30;FAVORABLE CON REQUERIMIENTOS;2026-03-05;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;SIN_COORDENADAS;;339;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;BRECHA INFORMACION;Sin dato / información incompleta;"SIN_DATO_IRCA; SIN_COORDENADA";SI;BAJA;35.21;MEDIA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.55;BAJA
828;276041000282;ANSERMANUEVO;I.E JORGE ISAAC SEDE LA INDEPENDENCIA;RURAL;VEREDA LA FLORIDA;LA INDEPENDENCIA;3147564432;5;5;5;11;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;NO REGISTRA;SD;SIN DATO;No Registra;ACUEDUCTO RURAL;SIN DATO;20/30;FAVORABLE CON REQUERIMIENTOS;2026-03-06;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;63;INSTITUCION EDUCATIVA JORGE ISAACS;LA INDEPENDENCIA;ACTIVA;OFICIAL;ESPECIAL;EDUCACIÓN BÁSICA PRIMARIA;VDA LA FLORIDA;-76.07867199;4.788240928;-76.07867199;4.788240928;-76.08;4.79;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;5;2.019;IE JORGE ISAACS;LA INDEPENDENCIA;RURAL;VDA. LA FLORIDA;COINCIDENCIA_NOMBRE_FUERTE;0.93;BRECHA INFORMACION;Sin dato / información incompleta;SIN_DATO_IRCA;SI;BAJA;33.56;BAJA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.41;BAJA
829;276041000231;ANSERMANUEVO;I.E EL PLACER SEDE JOSE CELESTINO MUTIS;RURAL;VEREDA EL PLACER;JOSE CELESTINO MUTIS;3127952477;2;2;2;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;NO REGISTRA;SD;SIN DATO;No Registra;ACUEDUCTO RURAL;SIN DATO;22.5/30;FAVORABLE CON REQUERIMIENTOS;2025-01-29;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;64;INSTITUCION EDUCATIVA  EL PLACER;JOSÉ CELESTINO MUTIS;ACTIVA;OFICIAL;COMPLETA;EDUCACIÓN BÁSICA SECUNDARIA;VDA EL REAL PLACER;-76.02475721;4.795950381;-76.02475721;4.795950381;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;2;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;BRECHA INFORMACION;Sin dato / información incompleta;SIN_DATO_IRCA;SI;BAJA;31.68;BAJA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.25;BAJA
830;276041000967;ANSERMANUEVO;I.E SANTA INES SEDE JORGE ROBLEDO;RURAL;VEREDA PALO NEGRO;JORGE ROBLEDO;3127952477;3;3;3;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;NO REGISTRA;SD;SIN DATO;No Registra;ACUEDUCTO RURAL;SIN DATO;20/30;FAVORABLE CON REQUERIMIENTOS;2025-03-07;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;66;INSTITUCION EDUCATIVA SANTA INES;JORGE ROBLEDO;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN MEDIA;VDA PALO NEGRO;-76.13299508;4.773678626;-76.13299508;4.773678626;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;3;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;BRECHA INFORMACION;Sin dato / información incompleta;SIN_DATO_IRCA;SI;BAJA;32.46;BAJA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.32;BAJA
831;276054000125;ARGELIA;IE SANTIAGO GUTIERREZ ANGEL SEDE PANAMERICANA;RURAL;VEREDA VILLA ROSA;PANAMERICANA;3125854824;5;5;5;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;NO REGISTRA;SD;SIN DATO;No Registra;ACUEDUCTO RURAL;SIN DATO;22/30;FAVORABLE CON REQUERIMIENTOS;2026-03-06;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;76;INSTITUCION EDUCATIVA SANTIAGO GUTIERREZ ANGEL;PANAMERICANA;ACTIVA;OFICIAL;COMPLETA;EDUCACIÓN BÁSICA PRIMARIA;VDA VILLA ROSA;-76.1368423826;4.73612033778;-76.1368423826;4.73612033778;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;5;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.98;BRECHA INFORMACION;Sin dato / información incompleta;SIN_DATO_IRCA;SI;BAJA;33.56;BAJA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.41;BAJA
832;276054000222;ARGELIA;I.E SANTIAGO GUTIERREZ ANGEL SEDE JOSE ANTONIO GALAN;RURAL;VEREDA LA MARINA;JOSE ANTONIO GALAN;3104157579;12;12;12;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;NO REGISTRA;SD;SIN DATO;No Registra;ACUEDUCTO RURAL;SIN DATO;22/30;FAVORABLE CON REQUERIMIENTOS;2026-02-17;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;80;INSTITUCION EDUCATIVA SANTIAGO GUTIERREZ ANGEL;JOSE ANTONIO GALAN;ACTIVA;OFICIAL;COMPLETA;EDUCACIÓN BÁSICA PRIMARIA;IP LA MARINA;-76.13621529;4.736658972;-76.13621529;4.736658972;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;12;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.939;BRECHA INFORMACION;Sin dato / información incompleta;SIN_DATO_IRCA;SI;BAJA;35.66;MEDIA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.58;BAJA
833;276054000371;ARGELIA;I.E SANTIAGO GUTIERREZ ANGEL SEDE PABLO VI;RURAL;VEREDA LAS MARGARITAS;PABLO VI;3102449498;9;9;9;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;NO REGISTRA;SD;SIN DATO;No Registra;ACUEDUCTO RURAL;SIN DATO;22.5/30;FAVORABLE CON REQUERIMIENTOS;2026-03-03;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;81;INSTITUCION EDUCATIVA SANTIAGO GUTIERREZ ANGEL;PABLO VI;ACTIVA;OFICIAL;COMPLETA;EDUCACIÓN BÁSICA PRIMARIA;VDA LAS MARGARITAS;-76.11770784;4.707453468;-76.11770784;4.707453468;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;9;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;BRECHA INFORMACION;Sin dato / información incompleta;SIN_DATO_IRCA;SI;BAJA;34.95;BAJA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.53;BAJA
834;476054000485;ARGELIA;I.E SANTIAGO GUTIERREZ ANGEL SEDE CONSUELO MAYA;RURAL;VEREDA CAJONES;CONSUELO MAYA;3127221840;6;6;6;240;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;NO REGISTRA;SD;SIN DATO;No Registra;ACUEDUCTO RURAL;SIN DATO;24.5/30;FAVORABLE CON REQUERIMIENTOS;2026-01-29;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;84;INSTITUCION EDUCATIVA SANTIAGO GUTIERREZ ANGEL;CONSUELO MAYA;ACTIVA;ORGANIZACIÓN CON FINES DE LUCRO;COMPLETA;EDUCACIÓN MEDIA;VDA CAMPO ALEGRE;-76.13621529;4.736658972;-76.13621529;4.736658972;-76.11;4.73;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;6;2.019;IE SANTIAGO GUTIERREZ ANGEL;SANTIAGO GUTIERREZ ANGEL;RURAL;VDA LA ESTRELLA;COINCIDENCIA_NOMBRE_FUERTE;0.93;BRECHA INFORMACION;Sin dato / información incompleta;SIN_DATO_IRCA;SI;BAJA;33.98;BAJA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.44;BAJA
835;;BOLIVAR;I.E RODRIGO LLOREDA CAICEDO SEDE DIEGO FALLON;RURAL;CGTO CRISTALES;;3162793452;35;35;0;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ACUEDUCTO RURAL CRISTALES;SD;SIN DATO;SIN DATO;ACUEDUCTO RURAL;SIN DATO;22.5;FAVORABLE CON REQUERIMIENTOS;2025-06-09;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;SIN_COORDENADAS;;126;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;BRECHA INFORMACION;Sin dato / información incompleta;"SIN_DATO_IRCA; SIN_COORDENADA";SI;BAJA;38.43;MEDIA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.82;BAJA
836;276828000182;BOLIVAR;ESCUELA JOSE ANTONIO GALAN N. 18;RURAL;VDA MORABITO;;3162793452;8;8;0;18;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ACUEDUCTO RURAL MORAVITO;SD;SIN DATO;SIN DATO;ACUEDUCTO RURAL;SIN DATO;22.5;FAVORABLE CON REQUERIMIENTOS;2025-06-09;SIN_COINCIDENCIA;PENDIENTE;SIN_COORDENADAS;;;;;;;;;;;;;;0.0;0.0;SIN_COORDENADA;SIN_COORDENADA;0;0;2.019;IE RODRIGO LLOREDA CAICEDO;JOSE ANTONIO GALAN;RURAL;VER MORAVITO;COINCIDENCIA_NOMBRE_FUERTE;0.93;BRECHA INFORMACION;Sin dato / información incompleta;"SIN_DATO_IRCA; SIN_COORDENADA; CRUCE_PENDIENTE";SI;BAJA;34.66;BAJA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.5;BAJA
837;276100000291;BOLIVAR;ESCUELA MERCEDES ABREGO N. 13;RURAL;VEREDA AGUAS LINDAS;;3238023916;12;12;17;17;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ACUEDUCTO RURAL AGUAS LINDAS;SD;SIN DATO;SIN DATO;ACUEDUCTO RURAL;SIN DATO;22.5;FAVORABLE CON REQUERIMIENTOS;2025-06-18;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;110;INSTITUCION EDUCATIVA NARANJAL;MERCEDES ABREGO;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN BÁSICA PRIMARIA;IP DE AGUAS LINDAS;-76.32447856;4.411743888;-76.32447856;4.411743888;-76.32;4.41;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;17;2.019;IE NARANJAL;MERCEDES ABREGO;RURAL;CORREG AGUAS LINDAS;COINCIDENCIA_NOMBRE_FUERTE;0.93;BRECHA INFORMACION;Sin dato / información incompleta;SIN_DATO_IRCA;SI;BAJA;35.66;MEDIA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.58;BAJA
838;276828000204;BOLIVAR;ESCUELA JOSE MARIA CORDOBA N. 20;RURAL;VEREDA DOS QUEBRADAS;;3162793452;8;8;0;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ACUEDUTO RURAL DE DOS QUEBRDAS;SD;SIN DATO;SIN DATO;ACUEDUCTO RURAL;SIN DATO;26.5;FAVORABLE CON REQUERIMIENTOS;2025-06-18;SIN_COINCIDENCIA;PENDIENTE;SIN_COORDENADAS;;;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;BRECHA INFORMACION;Sin dato / información incompleta;"SIN_DATO_IRCA; SIN_COORDENADA; CRUCE_PENDIENTE";SI;BAJA;34.66;BAJA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.5;BAJA
839;276100000071;BOLIVAR;I.E NARANJAL SEDE SANTA CATALINA DE LABOURE;RURAL;CGTO NARANJAL VDA EL FUSIL;;3233967220;5;5;6;8;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;SI;ACUEDUCTO RURAL EL FUSIL;INVIABLE SANITARIAMENTE;INVIABLE SANITARIAMENTE;13850;ACUEDUCTO RURAL;SIN DATO;25.5;FAVORABLE CON REQUERIMIENTOS;2025-06-18;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;114;INSTITUCION EDUCATIVA NARANJAL;SANTA CATALINA DE LABOURE;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN BÁSICA PRIMARIA;VDA EL FUSIL;-76.3155383333;4.35641666667;-76.3155383333;4.35641666667;-76.32;4.36;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;6;2.019;IE NARANJAL;SANTA CATALINA DE LABOURE;RURAL;VDA EL FUSIL;COINCIDENCIA_NOMBRE_FUERTE;0.93;PRIORITARIO;Alto e inviable;SIN_BRECHAS;NO;ALTA;67.66;ALTA;Priorizar revisión técnica, validación en campo y articulación con sector educativo.;3.27;BAJA
840;276100000097;BOLIVAR;ESCUELA SAN JOSE N. 32;RURAL;VEREDA EL ORO;;3136485145;0;0;0;0;SIN_FUENTE;SIN_DATO_MATRICULA;SI;SI;ACUEDUCTO RURAL EL ORO;SD;SIN DATO;;ACUEDUCTO RURAL;SIN DATO;0.0;FAVORABLE CON REQUERIMIENTOS;2025-05-20;SIN_COINCIDENCIA;PENDIENTE;SIN_COORDENADAS;;;;;;;;;;;;;;;;SIN_COORDENADA;SIN_COORDENADA;0;0;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;BRECHA INFORMACION;Sin dato / información incompleta;"SIN_DATO_IRCA; SIN_MATRICULA_VALIDADA; SIN_COORDENADA; CRUCE_PENDIENTE";SI;BAJA;28.7;BAJA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.0;BAJA
841;;BOLIVAR;I.E. LA TULIA SEDE SAN JUDAS TADEO;RURAL;VDA BUENOS AIRES;;3207596780;5;0;5;5;SEDESUESVALLE;COMPLEMENTADA_CON_SEDESUESVALLE;NO;SI;ASOCIACION DE USUARIOS DEL ACUEDUCTO DE BUENOS AIRES;RIESGO ALTO;ALTO;2171;ACUEDUCTO RURAL;SIN DATO;0.0;FAVORABLE CON REQUERIMIENTOS;2025-06-20;MUNICIPIO+NOMBRE_EXACTO;CRUCE_RECUPERADO;GEORREFERENCIADA;;93;INSTITUCION EDUCATIVA  LA TULIA;SAN JUDAS TADEO;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN BÁSICA PRIMARIA;VDA POTOSI;-76.23997033;4.386695566;-76.23997033;4.386695566;-76.24;4.39;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;5;2.019;IE LA TULIA;SAN JUDAS TADEO;RURAL;VDA POTOSI;COINCIDENCIA_NOMBRE_FUERTE;0.93;PRIORITARIO;Alto e inviable;SIN_BRECHAS;NO;ALTA;53.91;MEDIA;Programar seguimiento operativo y verificar condiciones del sistema abastecedor.;2.45;BAJA
842;276100000798;BOLIVAR;ESCUELA JUAN PABLO II N. 51;RURAL;VEREDA EL PAVERO;;3233967220;4;4;2;8;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;NO REGISTRA;NO REGISTRA;SD;SIN DATO;;NACIMIENTO;SIN DATO;22.5;FAVORABLE CON REQUERIMIENTOS;2025-05-20;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;111;INSTITUCION EDUCATIVA NARANJAL;JUAN PABLO II;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN BÁSICA PRIMARIA;VDA EL PAVERO;-76.33117633;4.447428314;-76.33117633;4.447428314;-76.33;4.45;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;2;2.019;IE NARANJAL;JUAN PABLO II;RURAL;VDA EL PAVERO;COINCIDENCIA_NOMBRE_FUERTE;0.93;BRECHA INFORMACION;Sin dato / información incompleta;SIN_DATO_IRCA;SI;BAJA;33.07;BAJA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.37;BAJA
843;276100000518;BOLIVAR;ESCUELA ANTONIA SANTOS N. 9;RURAL;VDA EL SILENCIO  NAC;;3178815835;6;6;0;7;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;NO REGISTRA;NO REGISTRA;SD;SIN DATO;SIN DATO;NACIMIENTO;SIN DATO;22.5;FAVORABLE CON REQUERIMIENTOS;2025-06-26;SIN_COINCIDENCIA;PENDIENTE;GEORREFERENCIADA;;;;;;;;;;-76.2;4.37;;;-76.2;4.37;MEN_SEDES;COMPLEMENTADA_CON_MEN;0;0;2.019;IE LA TULIA;ANTONIA SANTOS;RURAL;VDA EL SILENCIO;COINCIDENCIA_NOMBRE_FUERTE;0.93;BRECHA INFORMACION;Sin dato / información incompleta;"SIN_DATO_IRCA; CRUCE_PENDIENTE";SI;BAJA;33.98;BAJA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.44;BAJA
844;276122000562;CAICEDONIA;I.E LA CONSOLITA SEDE CELIO BAENA;RURAL;VDA RISARALDA;CELIO BAENA;3103874060;6;6;6;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;NO REGISTRA;NO REGISTRA;SD;SIN DATO;SD;;SIN DATO;24.5;FAVORABLE CON REQUERIMIENTOS;2026-03-11;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;197;INSTITUCION EDUCATIVA LA CONSOLITA;CELIO BAENA;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN BÁSICA PRIMARIA;VDA RISARALDA;-75.84161909;4.299129697;-75.84161909;4.299129697;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;6;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.93;BRECHA INFORMACION;Sin dato / información incompleta;SIN_DATO_IRCA;SI;BAJA;33.98;BAJA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.44;BAJA
845;276122000139;CAICEDONIA;IE ANTONIA SANTOS SEDE GUILLERMO BORRERO OLANO;RURAL;VEREDA BOSQUE ALTO;GUILLERMO BORRERO OLANO;3166272869;9;9;7;0;ESCUELAS_IRCAS;DATO_PRINCIPAL_ESCUELAS_IRCAS;NO;NO REGISTRA;NO REGISTRA;SD;SIN DATO;SD;;SIN DATO;20;FAVORABLE CON REQUERIMIENTOS;2026-02-24;COD_DANE_UNICO;CRUCE_OK;GEORREFERENCIADA;;199;INSTITUCION EDUCATIVA RURAL CAICEDONIA;GUILLERMO BORRERO OLANO;ACTIVA;OFICIAL;MAÑANA;EDUCACIÓN BÁSICA PRIMARIA;VDA BOSQUE ALTO;-75.8316206;4.296312415;-75.8316206;4.296312415;;;SEDESUESVALLE;COORDENADA_ORIGINAL_SEDESUESVALLE;1;7;;;;;;COINCIDENCIA_NOMBRE_FUERTE_CON_POSIBLE_EMPATE;0.98;BRECHA INFORMACION;Sin dato / información incompleta;SIN_DATO_IRCA;SI;BAJA;34.95;BAJA;Gestionar actualización de la clasificación IRCA del sistema asociado.;0.53;BAJA
