id,mun,aro,amb,loc,prest,pob,q,precip_mm,temp_mean,precip_idx,temp_anom,precip_sev,temp_sev,clima_score,P_clima,clasif_fuente
ELNINO_0498,SAN PEDRO,Centro Tuluá,Rural,LOS MATES,ACUEDUCTO LOS MATES ARENALES,68,7.0,4.63,21.69,27.6,1.46,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0499,SAN PEDRO,Centro Tuluá,Rural,"GUAQUEROS,LA ESPERANZA",ACUEDUCTO RURAL GUAQUEROS-LA ESPERANZA,360,2.0,6.23,20.45,26.5,1.46,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0500,SAN PEDRO,Centro Tuluá,Rural,LA PRADERA,ACUEDUCTO RURAL LA PRADERA,100,1.0,6.33,20.45,25.3,1.55,2,2,4,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0501,SAN PEDRO,Centro Tuluá,Rural,LOS MATES,ACUEDUCTO RURAL LOS MATES,40,0.5,5.74,21.69,28.5,1.55,2,2,4,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0226,SAN PEDRO,Centro Tuluá,Rural,BUENOS AIRES,ASOCIACION AGUAS DE BUENOS AIRES,360,1.0,6.23,20.45,26.5,1.46,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0503,SAN PEDRO,Centro Tuluá,Rural,SAN JOSE,ASOCIACION DE SUSCRIPTORES ACUEDUCTO Y ALCANTARILLADO SAN JOSE,1604,2.3,8.84,21.23,29.3,1.08,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0504,SAN PEDRO,Centro Tuluá,Rural,MONTERREDONDO,ASOCIACION DE USUARIOS DEL ACUEDUCTO MONTERREDONDO ESP,480,3.81,6.33,20.45,25.3,1.55,2,2,4,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0505,SAN PEDRO,Centro Tuluá,Rural,LOS CHANCOS,ASOCIACION DE USUARIOS DEL ACUEDUCTO Y ALCANTARILLADO DEL CORREGIMIENTO LOS CHANCOS SAN PEDRO VALLE,792,3.0,6.74,21.23,24.6,1.55,2,2,4,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0506,SAN PEDRO,Centro Tuluá,Rural,POSITOS,JUNTA ADMINISTRADORA ACUEDUCTO POSITOS,120,4.0,6.23,20.45,26.5,1.46,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0507,SAN PEDRO,Centro Tuluá,Rural,LA ESMERALDA,JUNTA DE ACCION COMUNAL CORREGIMIENTO LA ESMERALDA,148,1.0,7.47,20.45,27.6,1.48,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0509,SAN PEDRO,Centro Tuluá,Rural,LA SIRIA,LA SIRIA,224,1.5,7.47,20.45,27.6,1.48,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0510,SAN PEDRO,Centro Tuluá,Urbano,"URBANO, TODOS LOS SANTOS, PRESIDENTE, MONTEGRANDE,GUAYABAL, BELEN",SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - SAN PEDRO,17112,40.0,5.74,21.69,28.5,1.55,2,2,4,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0511,SEVILLA,Centro Tuluá,Rural,CIELO ROTO CANOAS,ACUEDUCTO CIELO ROTO CANOAS,132,7.0,7.28,16.65,24.7,1.14,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0512,SEVILLA,Centro Tuluá,Rural,COMINALES,ACUEDUCTO COMINALES,20,3.0,7.33,20.88,23.1,1.37,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0513,SEVILLA,Centro Tuluá,Rural,SALDAÑA,ACUEDUCTO DE SALDAÑA ACUASALDAÑA,112,1.0,9.09,20.88,27.7,1.55,2,2,4,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0514,SEVILLA,Centro Tuluá,Rural,CONGAL ALTO,ACUEDUCTO DE USUARIOS CONGAL ALTO,64,1.0,9.09,20.88,27.7,1.55,2,2,4,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0515,SEVILLA,Centro Tuluá,Rural,MEDIO SAN MARCOS,ACUEDUCTO MEDIO SAN MARCOS,20,1.5,7.33,20.88,23.1,1.37,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0516,SEVILLA,Centro Tuluá,Rural,EL CRUCERO,ACUEDUCTO RURAL EL CRUCERO - ACUACRUCERO,64,1.0,9.09,20.88,27.7,1.55,2,2,4,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0517,SEVILLA,Centro Tuluá,Rural,LA FLORIDA,ACUEDUCTO RURAL LA FLORIDA,88,3.0,8.14,18.44,24.9,0.94,2,0,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0518,SEVILLA,Centro Tuluá,Rural,LA CUCHILLA,ADMINISTRACION COOPERATIVA SEVILLA E.S.P. LA CUCHILLA EL JARDIN,784,10.0,13.56,21.93,39.4,1.52,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0519,SEVILLA,Centro Tuluá,Rural,MANZANILLO,ADMINISTRACION COOPERATIVA SEVILLA ESP-MANZANILLO,224,3.0,11.19,21.93,33.7,1.55,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0520,SEVILLA,Centro Tuluá,Rural,MORRO AZUL,ADMINISTRACION COOPERATIVA SEVILLA ESP-MORROAZUL,760,10.0,11.19,21.93,33.7,1.55,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0521,SEVILLA,Centro Tuluá,Rural,LA MARIA LA ESTRELLA,ASOCIACION COMUNITARIA ADMINISTRADORA DEL ACUEDUCTO RURAL LA MARIA LA ESTRELLA,216,1.0,6.75,18.44,23.6,1.14,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0522,SEVILLA,Centro Tuluá,Rural,MILONGA,ASOCIACION DE USUARIOS ACUEDUCTO DE LA VDA MILONGA,260,1.0,7.33,20.88,23.1,1.37,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0523,SEVILLA,Centro Tuluá,Rural,COLORADAS,ASOCIACION DE USUARIOS DEL ACUEDUCTO AGUA COLORADAS,560,3.5,7.82,20.88,23.9,0.94,2,0,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0524,SEVILLA,Centro Tuluá,Rural,ALTO RECREO,ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LA VEREDA ALTO DEL RECREO,280,,7.33,20.88,23.1,1.37,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0525,SEVILLA,Centro Tuluá,Rural,BUENOS AIRES,ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LA VEREDA BUENOS AIRES - AGUAVIVA,420,,13.2,21.32,36.7,1.52,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0526,SEVILLA,Centro Tuluá,Rural,EL VENADO,ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LA VEREDA EL VENADO,276,4.0,7.33,20.88,23.1,1.37,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0527,SEVILLA,Centro Tuluá,Rural,LA FLORESTA,ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LA VEREDA LA FLORESTA - ASUAFLORESTA,36,0.5,7.33,20.88,23.1,1.37,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0528,SEVILLA,Centro Tuluá,Rural,EL PURNIO,ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LAS VEREDAS LA CRISTALINA Y PURNIO - AGUA PORVENIR PURNIO,140,1.0,7.33,20.88,23.1,1.37,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0529,SEVILLA,Centro Tuluá,Rural,LAS BRISAS,"ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LAS VEREDAS LAS BRISAS BAJO SAN MARCOS Y LA MILONGA ""ASUABRISAS""",180,1.8,7.33,20.88,23.1,1.37,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0530,SEVILLA,Centro Tuluá,Rural,MIRAMAR Y LA MELVA,ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LAS VEREDAS MIRAMAR Y LA MELVA (AGUAMIRAMELVA),232,2.0,8.29,20.43,26.0,1.37,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0531,SEVILLA,Centro Tuluá,Rural,COROZAL,"ASOCIACION DE USUARIOS DEL CORREGIMIENTO DE COROZAL - ""AGUA-VITAL COROZAL""",680,93.0,13.56,21.93,39.4,1.52,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0532,SEVILLA,Centro Tuluá,Rural,SAN ANTONIO DE PADUA,ASOCIACION DE USUARIOS JUNTA ADMINISTRADORA DEL ACUEDUCTO DE LA VEREDA SAN ANTONIO - ASA,800,5.0,7.33,20.88,23.1,1.37,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0533,SEVILLA,Centro Tuluá,Rural,CUMBARCO,ASOCIACION USUARIOS ACUEDUCTO CUMBARCO,464,7.0,4.17,18.02,15.5,1.21,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0534,SEVILLA,Centro Tuluá,Rural,EL BAYANO,JUNTA ACUEDUCTO VEREDA EL BAYANO,40,0.5,11.19,21.93,33.7,1.55,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0535,SEVILLA,Centro Tuluá,Rural,TOTORO,JUNTA ADMINISTRADOR ACUEDUCTO DE TOTORO - ACUATOTORO,180,2.0,11.19,21.93,33.7,1.55,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0536,SEVILLA,Centro Tuluá,Rural,ESTACION CAICEDONIA,JUNTA ADMINISTRADORA DEL ACUEDUCTO DE LA VEREDA ESTACION CAICEDONIA,452,2.0,13.2,21.32,36.7,1.52,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0537,SEVILLA,Centro Tuluá,Urbano,URBANO,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.-SEVILLA,38976,150.0,9.09,20.88,27.7,1.55,2,2,4,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0538,TORO,Norte Cartago,Rural,LA QUIEBRA,ACUEDUCTO RURAL VDA LA QUIEBRA,292,7.0,16.48,19.06,40.5,1.33,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0539,TORO,Norte Cartago,Rural,BOLIVAR,ACUEDUCTO RURAL VEREDA BOLIVAR,64,,15.23,20.05,31.8,1.29,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0540,TORO,Norte Cartago,Rural,VENTA QUEMADA,ACUEDUCTO RURAL VENTA QUEMADA-BUENA VISTA,32,2.0,15.45,20.82,35.0,1.29,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0541,TORO,Norte Cartago,Rural,SAN FRANCISCO,ASOCIACION CIVICA JUNTA ADMINISTRADORA DEL ACUEDUCTO SAN FRANCISCO,2016,1.0,13.3,20.82,30.9,1.36,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0542,TORO,Norte Cartago,Rural,PATIO BONITO,ASOCIACIONJUNTA ADMINISTRADORA DEL ACUEDUCTO RURAL COMUNITARIO PATIO BONITO -LA ROBLEDA-SABANAZO,620,7.0,15.08,19.52,39.3,1.33,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0543,TORO,Norte Cartago,Rural,PAN DE AZUCAR LA ESTRELLA,JUNTA DE ACCION COMUNAL DE LA VEREDA PAN DE AZUCAR (LA ESTRELLA),88,,15.23,20.05,31.8,1.29,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0544,TORO,Norte Cartago,Rural,"SAN ANTONIO, LA CAYETANA, CORCEGA, TEJADAS",JUNTA DE ACCION COMUNAL LA CAYETANA,408,40.0,11.96,21.67,32.3,1.7,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0545,TORO,Norte Cartago,Rural,EL CEDRO,JUNTA DE ACCIÓN COMUNAL VEREDA EL CEDRO,60,,14.09,21.67,37.4,1.33,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0547,TORO,Norte Cartago,Urbano,"URBANO, EL BOHIO, SAN ANTONIO, ESPINAL",SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.-TORO,12936,40.0,14.09,21.67,37.4,1.33,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0548,TRUJILLO,Centro Tuluá,Rural,LA CRISTALINA,ACUEDUCTO COLECTIVO RURAL CAMPASEINO ALTO Y BAJA CRISTALINA,436,2.5,15.19,18.6,31.7,1.09,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0549,TRUJILLO,Centro Tuluá,Rural,MORAVITO,ACUEDUCTO MORAVITO,52,2.0,16.98,18.6,37.5,1.23,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0550,TRUJILLO,Centro Tuluá,Rural,LA BETULIA,ACUEDUCTO RURAL LA BETULIA - ACUABETULIA,80,1.0,16.11,18.6,32.8,0.83,1,0,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0551,TRUJILLO,Centro Tuluá,Rural,LA DEBORA,ACUEDUCTO RURAL LA DEVORA,0,10.0,21.77,20.02,40.4,0.83,1,0,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0552,TRUJILLO,Centro Tuluá,Rural,LA MARINA ALTA,ACUEDUCTO RURAL LA MARINA ALTA,64,2.0,14.51,18.6,33.8,1.12,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0555,TRUJILLO,Centro Tuluá,Rural,ALTAMIRA,AGUAS ALTAMIRA,0,,15.07,17.15,32.9,0.83,1,0,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0556,TRUJILLO,Centro Tuluá,Rural,VENECIA,AGUASALUD VENECIA,1400,10.0,15.07,17.15,32.9,0.83,1,0,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0557,TRUJILLO,Centro Tuluá,Rural,VERGEL,ASOCIACION AGUAS DEL VERGEL,128,2.0,10.97,19.26,28.3,1.5,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0558,TRUJILLO,Centro Tuluá,Rural,PUENTE BLANCO,ASOCIACION COMUNITARIA AGUA PUDEMA-PUENTE BLANCO,184,3.0,16.11,18.6,32.8,0.83,1,0,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0559,TRUJILLO,Centro Tuluá,Rural,CULEBRAS,ASOCIACION COMUNITARIA DE USUARIOS DEL ACUEDUCTO DE LA VEREDA CULEBRAS ACUCULEBRAS,288,,15.19,18.6,31.7,1.09,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0560,TRUJILLO,Centro Tuluá,Rural,CRISTALES,ASOCIACION DE USUARIOS ACUEDUCTO ALTO CRISTALES,180,,15.07,17.15,32.9,0.83,1,0,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0561,TRUJILLO,Centro Tuluá,Rural,ROBLEDO,"ASOCIACION DE USUARIOS ACUEDUCTO DE ROBLEDO ""ASUACOR""",1532,2.0,9.75,19.26,26.7,1.22,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0562,TRUJILLO,Centro Tuluá,Rural,"RIM,RAM",ASOCIACION DE USUARIOS DE ABASTO DE AGUA RIN RAN,120,1.0,15.19,18.6,31.7,1.09,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0563,TRUJILLO,Centro Tuluá,Rural,EL CHOCHO,ASOCIACION DE USUARIOS DEL ACUEDUCTO COLECTIVO RURAL DE LA VEREDA CHOCHO LA BOHEMIA,180,2.0,13.29,19.26,35.5,1.12,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0564,TRUJILLO,Centro Tuluá,Rural,BRISAS DE HOREO,ASOCIACION DE USUARIOS DEL ACUEDUCTO COMUNITARIO DE LA VEREDA SONORA ALTA,184,5.0,16.11,18.6,32.8,0.83,1,0,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0565,TRUJILLO,Centro Tuluá,Rural,HATO VIEJO,ASOCIACION DE USUARIOS DEL ACUEDUCTO COMUNITARIO HATO VIEJO,120,1.0,10.97,19.26,28.3,1.5,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0566,TRUJILLO,Centro Tuluá,Rural,ANDINÁPOLIS,ASOCIACION DE USUARIOS DEL ACUEDUCTO DE ANDINAPOLIS - ARCA,1120,6.0,15.07,17.15,32.9,0.83,1,0,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0567,TRUJILLO,Centro Tuluá,Rural,COLORADAS,ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LA VEREDA CASCAJAL - ACUACOLORADAS,64,2.0,12.33,19.89,32.3,1.09,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0568,TRUJILLO,Centro Tuluá,Rural,"LA MARINA, ELCHOCHO, EL REMOLINO","ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LAS VEREDAS LA MARINA, ELCHOCHO, EL REMOLINO",188,3.0,15.19,18.6,31.7,1.09,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0569,TRUJILLO,Centro Tuluá,Rural,LA SONORA,ASOCIACION DE USUARIOS DEL ACUEDUCTO DEL CORREGIMIENTO DE LA SONORA - ACUASONORA,140,3.0,16.11,18.6,32.8,0.83,1,0,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0570,TRUJILLO,Centro Tuluá,Rural,BAJO PALERMO,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COLECTIVO DE LA VEREDA BAJO PALERMO,144,1.0,16.11,18.6,32.8,0.83,1,0,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0571,TRUJILLO,Centro Tuluá,Rural,"LA CRISTALINA,EL OTRO MUNDO",ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COLECTIVO DE LA VEREDA LA CRISTALINA-EL OTRO MUNDO,304,1.0,15.19,18.6,31.7,1.09,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0572,TRUJILLO,Centro Tuluá,Rural,CEDRALES,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COLECTIVO VEREDA CEDRALES ARCC,132,2.0,15.19,18.6,31.7,1.09,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0573,TRUJILLO,Centro Tuluá,Rural,"LAS MELENAS, LA SONADORA, PUENTE ROJO",ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL DE LA VEREDA LAS MELENAS ACUAMELENAS,180,2.0,15.07,17.15,32.9,0.83,1,0,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0574,TRUJILLO,Centro Tuluá,Rural,LOS RANCHOS,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL LOS RANCHOS,100,1.5,16.01,17.15,36.1,1.09,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0575,TRUJILLO,Centro Tuluá,Rural,HUASANÓ,ASOCIACION DE USUARIOS DEL SERVICIO DE AGUA POTABLE DE HUASANO,1032,2.5,10.97,19.26,28.3,1.5,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0576,TRUJILLO,Centro Tuluá,Rural,LA LUISA,ASOCIACION DE USUARIOS RURAL FLORESTA LA LUISA,120,,14.5,19.26,35.3,1.09,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0577,TRUJILLO,Centro Tuluá,Rural,BUENAVISTA LA BOHEMIA,ASOCIACION DE USUARIOSDELACUEDUCTO BUENAVISTA LA BOHEMIA,320,,13.29,19.26,35.5,1.12,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0578,TRUJILLO,Centro Tuluá,Rural,LA DIAMANTINA,ASOCIACION JUNTA ADMINISTRADORA DEL ACUEDUCTO LA DIAMANTINA,160,2.5,15.07,17.15,32.9,0.83,1,0,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0579,TRUJILLO,Centro Tuluá,Rural,MARACAIBO,JUNTA ADMINISTRADORA ACUEDCUTO MANANTIAL DE VIDA,108,2.0,16.11,18.6,32.8,0.83,1,0,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0083,TRUJILLO,Centro Tuluá,Rural,PALERMO,JUNTA ADMINISTRADORA ACUEDUCTO DE PALERMO,80,1.8,15.19,18.6,31.7,1.09,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0581,TRUJILLO,Centro Tuluá,Rural,LA MARINA,JUNTA ADMINISTRADORA DEL ACUEDUCTO LA MARINA,188,2.0,14.51,18.6,33.8,1.12,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0582,TRUJILLO,Centro Tuluá,Urbano,URBANO,SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - TRUJILLO,10740,35.0,15.19,18.6,31.7,1.09,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0583,ULLOA,Norte Cartago,Rural,"EL PLACER, LA PLATA",ACUEDUCTO VEREDAL PLATACER,200,1.5,15.54,18.97,34.5,1.25,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0584,ULLOA,Norte Cartago,Rural,"SISTEMA #1 CHAPINERO,EL PIÑAL ,LA MONTAÑA,EL BOSQUE,EL MADROÑO, BERLIN PARTE ALTA",ADMINISTRACION COOPERATIVA ULLOA SISTEMA #1,1448,12.0,13.28,19.49,32.2,1.25,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0585,ULLOA,Norte Cartago,Rural,"BERLIN,MOCTEZUMA,DINAMARCA,VENECIA, EL COFRE,SUCRE,LA PASTORA,LA LATINA,CALAMONTE ALTO",ADMINISTRACION COOPERATIVA ULLOA SISTEMA #2,1792,22.0,13.6,18.97,30.9,1.56,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
