id,mun,aro,amb,loc,prest,pob,q,precip_mm,temp_mean,precip_idx,temp_anom,precip_sev,temp_sev,clima_score,P_clima,clasif_fuente
ELNINO_0328,GINEBRA,Sur Cali,Rural,LA CASCADA,"ASOCIACION DE USUARIOS DEL ACUEDUCTO DE LA VEREDA LA CASCADA, GINEBRA VALLE EN LIQUIDACION - ASUALCA",320,2.0,4.72,20.18,26.5,0.96,2,0,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0329,GINEBRA,Sur Cali,Rural,LA SELVA,ASOCIACION DE USUARIOS DEL ACUEDUCTO DEL CORREGIMIENTO LA SELVA. ASUACLAS,380,1.5,4.24,20.18,25.2,1.15,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0330,GINEBRA,Sur Cali,Rural,COSTA RICA.,ASOCIACION DE USUARIOS DEL SERVICIO DE AGUA POTABLE ALCANTARILLADO ASEO COSTA RICA-GINEBRA-ASUALCAN,5028,12.0,4.24,20.18,25.2,1.15,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0331,GINEBRA,Sur Cali,Rural,PATIO BONITO,ASOCIACION JUNTA ADMINISTRADORA DEL ACUEDUCTO DE LA VEREDA PATIO BONITO,312,2.0,4.24,20.18,25.2,1.15,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0332,GINEBRA,Sur Cali,Rural,COCUYOS.,ASOCIACION USUARIOS ACUEDUCTO RURAL COMUNITARIO COCUYOS,340,2.0,4.72,20.18,26.5,0.96,2,0,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0333,GINEBRA,Sur Cali,Rural,PORTUGAL PARTE BAJA,COMITE DE PRO ACUEDUCTO PORTUGAL BAJO,68,1.8,5.31,16.63,28.9,0.96,2,0,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0334,GINEBRA,Sur Cali,Rural,FLAUTAS,FLAUTAS AGUAS E.S.P. S.A,208,1.5,4.79,16.63,27.4,1.15,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0335,GINEBRA,Sur Cali,Rural,JUNTAS,JUNTA ADMINISTRADORA ACUEDUCTO DE JUNTAS,176,2.0,5.31,16.63,28.9,0.96,2,0,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0336,GINEBRA,Sur Cali,Rural,LOMA GORDA,JUNTA ADMINISTRADORA ACUEDUCTO LOMA GORDA,264,2.0,4.24,20.18,25.2,1.15,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0337,GINEBRA,Sur Cali,Rural,BETANIA,JUNTA ADMINISTRADORA ACUEDUCTO RURAL BETANIA,152,2.0,5.31,16.63,28.9,0.96,2,0,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0338,GINEBRA,Sur Cali,Rural,"BARRANCO ALTO (50), NOVILLERA (33), VALLEDUPAR (43)",JUNTA ADMINISTRADORA ACUEDUCTO VALLENOBA,560,10.0,4.79,16.63,27.4,1.15,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0339,GINEBRA,Sur Cali,Rural,"SABALETAS (5), LACUESTA (52), NOVILLERA (28)",JUNTA ADMINISTRADORA DE ACUEDUCTO LA CUESTA LA NOVILLERA,372,6.0,4.43,21.19,27.2,1.15,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0340,GINEBRA,Sur Cali,Rural,LOS MEDIOS,JUNTA ADMINISTRADORA DEL ACUEDUCTO LOS MEDIOS ASOMEDIOS,140,3.0,6.75,18.72,41.0,1.15,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0341,GINEBRA,Sur Cali,Rural,LAS HERMOSAS,JUNTA DE ACCIÓN COMUNAL VEREDA LAS HERMOSAS.,72,2.0,6.15,16.63,30.7,0.64,1,0,1,P3,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0342,GINEBRA,Sur Cali,Rural,BARRANCO BAJO,LA ASOCIACION DE USUARIOS DEL SERVICIO DE ACUEDUCTO DE LA VEREDA BARRANCO BAJO - MUNICIPIO DE GINEBRA - VALLE. ASUABA.,440,2.0,4.24,20.18,25.2,1.15,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0343,GINEBRA,Sur Cali,Urbano,"URBANO, LA FLORESTA, VILLAVANEGAS, LA CRUZ, LOS SAUCES, EL GUABITO, COSTARICA, MOSOCO",SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - GINEBRA,19400,60.0,4.5,20.18,23.4,1.76,2,2,4,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0344,GUACARÍ,Sur Cali,Rural,LA MAGDALENA,ASOCIACION ACUEDUCTO LA CASCADA,112,2.0,4.72,20.18,26.5,0.96,2,0,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0345,GUACARÍ,Sur Cali,Rural,PUENTE ROJO,ASOCIACION ADMINISTRADORA DEL ACUEDUCTO RURAL COMUNITARIO ACUASALUD PUENTE ROJO - ACUAPUERO,1052,3.0,4.72,20.18,26.5,0.96,2,0,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0346,GUACARÍ,Sur Cali,Rural,EL PLACER,"ASOCIACION COMUNITARIA ADMINISTRADORA DEL ACUEDUCTO DE LA VEREDA EL PLACER, GUACARI - ACOPLA",324,1.8,4.86,20.18,25.2,1.35,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0347,GUACARÍ,Sur Cali,Rural,"ALTO LA JULIA , LA MAGDALENA , CHAFALOTE","ASOCIACION DE USUARIOS DEL ACUEDUCTO Y ALCANTARILLADO DE LOS CORREGIMIENTOS DE ALTO DE LA JULIA, LA MAGDALENA Y LA VEREDA DE CHAFA",664,3.0,4.72,20.18,26.5,0.96,2,0,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0348,GUACARÍ,Sur Cali,Rural,"SANTA ROSA, LA TESALIA, ALTO DE TAPIAS, POMARES, ALTO DE GUACAS Y BAJO GUACAS, SAN ANTONIO","ASOCIACION SUSCRIPTORES ACUEDUCTO REGIONAL RURAL COMUNITARIO STA ROSA DE TAPIAS, GUACARI. ACUATAPIAS",2412,5.0,4.69,20.11,23.8,1.35,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0349,GUACARÍ,Sur Cali,Rural,"CHAFALOTE, ALTO DE LA JULIA, MAGDALENA",ASOJUMACHAGUA,560,3.0,4.72,20.18,26.5,0.96,2,0,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0350,GUACARÍ,Sur Cali,Rural,"PICHICHI , INGENIO PICHICHI.",INGENIO PICHICHI S.A.,803,10.0,4.86,20.18,25.2,1.35,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0351,GUACARÍ,Sur Cali,Urbano,"URBANO, SONSO, GUABAS, GUABITAS, CANANGUA, VILLA NUEVA, GUACAS, ALTO CANANGUA, EL GUABITO",SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - GUACARÍ,47792,120.0,5.36,20.15,25.2,1.35,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0352,LA CUMBRE,Sur Cali,Rural,CENTENARIO,ACUEDUCTO COMUNIARIO CENTENARIO,200,5.0,8.36,20.95,38.2,2.11,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0353,LA CUMBRE,Sur Cali,Rural,EL RETIRO PARTE BAJA,ACUEDUCTO COMUNITARIO EL RETIRO PARTE BAJA,272,4.0,8.92,21.24,42.0,2.11,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0354,LA CUMBRE,Sur Cali,Rural,"LA CUMBRE: ZARAGOZA, PUENTE PALO, CHICORAL, LOMITAS, GUADALUPE, RINCON SANTO, BELLAVISTA / DAGUA: PA",ADMINISTRACION COOPERATIVA LA CUMBRE DAGUA E.S.P.,6868,12.1,8.92,21.24,42.0,2.11,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0355,LA CUMBRE,Sur Cali,Rural,BITACO,ASOCIACION COMUNITARIA ADMINISTRADORA ACUEDUCTO BITACO-ASCABI,1196,3.7,8.36,20.95,38.2,2.11,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0356,LA CUMBRE,Sur Cali,Rural,PAVAS,ASOCIACIÓN COMUNITARIA ADMINISTRADORA DEL ACUEDUCTO DE PAVAS - ACAAPAVAS,8464,15.0,8.84,21.24,41.7,1.27,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0357,LA CUMBRE,Sur Cali,Rural,ALTO SANO,ASOCIACION COMUNITARIA ALTO SANO EMPRESA DE SERVICIOS PUBLICOS - ASOALTOSANO E.S.P.,492,1.0,8.36,20.95,38.2,2.11,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0358,LA CUMBRE,Sur Cali,Rural,PAVITAS,ASOCIACION DE SUSCRIPTORES DEL ACUEDUCTO DE LA VEREDA PAVITAS - ASOACUEDUCTO PAVITAS,440,1.8,9.84,20.95,42.2,2.02,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0359,LA CUMBRE,Sur Cali,Rural,ZARAGOZA,"ASOCIACION DE SUSCRIPTORES DEL ACUEDUCTO ZARAGOZA, BITACO. AGUAZ",240,2.5,10.31,20.59,41.6,2.11,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0360,LA CUMBRE,Sur Cali,Rural,CHICORAL,ASOCIACION DE USUARIOS ACUEDUCTO CHICORAL ALTO - ASOCHICORAL,300,2.0,8.92,21.24,42.0,2.11,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0361,LA CUMBRE,Sur Cali,Rural,BITACO,ASOCIACION DE USUARIOS ANTIGUO ACUEDUCTO BITACO - SUANABIT,184,1.5,8.36,20.95,38.2,2.11,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0362,LA CUMBRE,Sur Cali,Rural,"PARRAGA, MORALES",ASOCIACION DE USUARIOS DEL ACUEDUCTO DE PARRAGA,900,3.0,9.84,20.95,42.2,2.02,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0259,LA CUMBRE,Sur Cali,Rural,SANTA FE,ASOCIACION DE USUARIOS DEL ACUEDUCTO DE SANTA FE DEL MUNICIPIO DE LA CUMBRE,480,3.5,8.36,20.95,38.2,2.11,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0364,LA CUMBRE,Sur Cali,Rural,"JIGUALES,EL CARMEN,AGUACATAL,LA CUCHILLA,CORDOBITAS",ASOCIACION DE USUARIOS DEL ACUEDUCTO VEREDAL UNIDO DEL CRGTO DE JIGUALES - ASOJIGUA,1932,3.0,9.84,20.95,42.2,2.02,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0365,DAGUA,Sur Cali,Rural,"LA MARÍA 430 (LA CUMBRE), EL PIÑAL 665 (DAGUA).",CORPORACIÓN REGIONAL DE ACUEDUCTO ALCANTARILLADO Y SERVICIOS DE SANEAMIENTO BÁSICO MARIA PIÑAL - CORABASE-E.S.P.,1288,8.0,12.01,21.06,41.6,2.02,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0367,LA CUMBRE,Sur Cali,Rural,CHICORAL,FUNDACION ECOLOGICA DE CHICORAL - FUNDECORAL,288,3.0,8.92,21.24,42.0,2.11,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0368,LA CUMBRE,Sur Cali,Rural,INSTITUCIÓN EDUCATIVA LA LIBERTAD,INSTITUCION EDUCATIVA LA LIBERTAD ACUEDUCTO EL RETIRO,275,1.0,8.36,20.95,38.2,2.11,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0369,LA CUMBRE,Sur Cali,Rural,"ARBOLEDAS,CORDOBITAS",JUARCO- JUNTA DEL ACUEDUCTO DE LAS VEREDAS ARBOLEDAS Y CORDOBITAS DEL MUNICIPIO DE LA CUMBRE,892,2.7,9.84,20.95,42.2,2.02,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0370,LA CUMBRE,Sur Cali,Rural,EL DIAMANTE,JUNTA ADMINISTRADORA ACUEDUCTO VEREDA EL DIAMANTE,140,2.0,8.92,21.24,42.0,2.11,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0371,LA CUMBRE,Sur Cali,Rural,SAN JOSÉ Y AGUA CLARA.,"ASOCIACION DE USUARIO DEL SERVICIO DEL ACUEDUCTO V.E.R.S.A. DE LAS VEREDAS,SAN JOSE Y AGUA CLARA MUNICIPIO DE YUMBO LA CUMBRE - ACUEDUCTO VERSA",140,1.0,6.39,20.95,28.1,1.49,2,1,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0372,LA CUMBRE,Sur Cali,Rural,EL RETIRO,JUNTA ADMINISTRADORA DE ACUEDUCTO EL RETIRO PARTE ALTA - ASORETIRO,100,1.5,8.36,20.95,38.2,2.11,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0373,LA CUMBRE,Sur Cali,Rural,CHICORALITO ALTO: TANQUE # 1,JUNTA ADMINISTRADORA DEL SERVICIO PUBLICO DEL AGUA DE LA VEREDA CHICORALITO - CHICOAGUAS TANQUE # 1,124,3.0,10.31,20.59,41.6,2.11,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0374,LA CUMBRE,Sur Cali,Rural,CHICORALITO TANQUE # 2,JUNTA ADMINISTRADORA DEL SERVICIO PUBLICO DEL AGUA DE LA VEREDA CHICORALITO - CHICOAGUAS TANQUE # 2,84,3.0,10.64,21.06,40.7,2.11,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0375,LA CUMBRE,Sur Cali,Rural,CHICORALITO ALTO: TANQUE # 3.,JUNTA ADMINISTRADORA DEL SERVICIO PUBLICO DEL AGUA DE LA VEREDA CHICORALITO - CHICOAGUAS TANQUE # 3.,88,3.0,10.64,21.06,40.7,2.11,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0376,LA CUMBRE,Sur Cali,Rural,CHICORALITO,JUNTA ADMINISTRADORA DEL SERVICIO PUBLICO DEL AGUA DE LA VEREDA CHICORALITO - CHICOAGUAS TANQUE # 4,100,2.0,10.64,21.06,40.7,2.11,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0377,LA CUMBRE,Sur Cali,Rural,CHICORALITO ALTO: TANQUE # 5.,JUNTA ADMINISTRADORA DEL SERVICIO PUBLICO DEL AGUA DE LA VEREDA CHICORALITO - CHICOAGUAS TANQUE # 5.,28,3.0,10.64,21.06,40.7,2.11,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0378,LA CUMBRE,Sur Cali,Rural,CHICORALITO ALTO: TANQUE # 6.,JUNTA ADMINISTRADORA DEL SERVICIO PUBLICO DEL AGUA DE LA VEREDA CHICORALITO - CHICOAGUAS TANQUE # 6.,64,1.0,10.31,20.59,41.6,2.11,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0379,LA CUMBRE,Sur Cali,Rural,CHICORALITO,JUNTA ADMINISTRADORA DEL SERVICIO PUBLICO DEL AGUA DE LA VEREDA CHICORALITO - CHICOAGUAS TANQUE # 7A,52,2.0,10.31,20.59,41.6,2.11,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0380,LA CUMBRE,Sur Cali,Rural,LA VENTURA,JUNTA DE AGUAS VEREDA LA VENTURA - JAGUVEN,868,1.9,8.36,20.95,38.2,2.11,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0381,LA CUMBRE,Sur Cali,Rural,SER EL BOSQUE,JUNTA DE AGUAS VEREDA LA VENTURA JAGUVEN - SECTOR EL BOSQUE,236,0.3,8.36,20.95,38.2,2.11,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0382,LA CUMBRE,Sur Cali,Urbano,"PAVITAS , ALTO ARBOLEDAS, TIMBIO, TUNIA, LAS COLONIAS, MONTAÑITA LA CUMBRE, MONTAÑITA YUMBO, CORDOBITAS, EL RETIRO, LA VENTURA",SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P.-LA CUMBRE,8092,12.0,9.84,20.95,42.2,2.02,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0383,LA UNION,Norte Cartago,Rural,CORCEGA,ACUEDUCTO RURAL CORCEGA,68,,11.96,21.67,32.3,1.7,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0384,LA UNION,Norte Cartago,Rural,LA AGUADA,ACUEDUCTO VEREDAL LA AGUADA BAJA,128,,15.08,19.52,39.3,1.33,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0385,LA UNION,Norte Cartago,Rural,LA ISLA,ACUEDUCTO VEREDAL LA ISLA,72,,12.87,21.67,35.3,1.56,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0386,LA UNION,Norte Cartago,Rural,"QUEBRADA GRANDE, LA PLAYA, EL JORDÁN , VIOLETAS,VENTIADEROS,EL CEDRO, SABANAZO, EL CASTILLO,CARPINTE",ASOCIACIÓN COMUNITARIA ADMINISTRADORA DEL ACUEDUCTO QUEBRADA GRANDE DEL MUNICIPIO DE LA UNIÓN,1460,12.0,17.58,19.52,40.8,1.39,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0387,LA UNION,Norte Cartago,Rural,PAJARO DE ORO,ASOCIACIÓN COMUNITARIA DE USUARIOS DEL ACUEDUCTO RURAL DE PÁJARO DE ORO ACUARPO,624,3.0,14.4,19.52,39.0,1.56,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0388,LA UNION,Norte Cartago,Rural,SAN PEDRO Y SAN LUIS,ASOCIACION DE USUARIOS ACUEDUCTO SAN PEDRO Y SAN LUIS ASUASPEL,3112,,14.4,19.52,39.0,1.56,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0389,LA UNION,Norte Cartago,Rural,EL RINCON,ASOCIACIÓN DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DE LA VEREDA EL RINCÓN MUNICIPIO DE LA UNIÓN VALLE -ASOCURINCON,180,6.0,14.4,19.52,39.0,1.56,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0390,LA UNION,Norte Cartago,Rural,SECTOR SILOE,ASUASPEL- ASOCIACIÓN DE USUARIOS ACUEDUCTO SAN PEDRO Y SAN LUIS - SECTOR SILOÉ-EL CARMEN #2,3292,3.1,14.4,19.52,39.0,1.56,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0391,LA UNION,Norte Cartago,Rural,"EL AJIZAL ,TAMBORAL – LA CHICA – LA AGUADA",JUNTA ADMON ACUEDUCTO AJIZAL -TAMBORAL-LACHICA - LA AGUADA,104,,15.08,19.52,39.3,1.33,1,1,2,P2,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0393,LA VICTORIA,Norte Cartago,Rural,LA SIBERIA,ACUEDCUTO RURAL VEREDA LA SIBERIA,28,1.0,12.64,22.19,35.3,1.85,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0394,LA VICTORIA,Norte Cartago,Rural,SIERRA MOCHA,ACUEDUCTO RURAL SIERRA MOCHA,24,1.0,12.64,22.19,35.3,1.85,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0395,LA VICTORIA,Norte Cartago,Rural,RIVERA ALTA,ACUEDUCTO RURAL VEREDA RIVERALTA,240,1.0,14.65,21.31,36.5,1.85,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0396,LA VICTORIA,Norte Cartago,Rural,TAGUALES,ASOCIACION DE USUARIOS ACUEDUCTO RURAL COMUNITARIO DE TAGUALES,140,,12.64,22.19,35.3,1.85,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0397,LA VICTORIA,Norte Cartago,Rural,MIRAVALLES,ASOCIACION JUNTA ADMINISTRADORA DEL ACUEDUCTO RURAL MIRAVALLES,384,0.7,13.29,22.92,34.8,1.85,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0398,LA VICTORIA,Norte Cartago,Urbano,"URBANO, SAN JOSE, HOLGUIN, EL GUAYABO",SOCIEDAD DE ACUEDUCTOS Y ALCANTARILLADOS DEL VALLE DEL CAUCA S.A. E.S.P. ACUAVALLE S.A. E.S.P. - LA VICTORIA,17144,35.0,12.87,21.67,35.3,1.56,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0400,OBANDO,Norte Cartago,Rural,"YUCATAN ,CHUZO,SALEM ,LIMONES",ASOCIACION DE ACUEDUCTO VEREDAL EL CHUZO SALEM LIMONES,128,1.0,14.18,22.92,34.8,1.57,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0401,OBANDO,Norte Cartago,Rural,DE YUCATAN Y LIMONES,"ASOCIACION DE USUARIOS DEL ACUEDUCTO AGUAS, AGUA Y VIDA YUCATAN Y LIMONES",128,,14.18,22.92,34.8,1.57,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0170,OBANDO,Norte Cartago,Rural,BUENOS AIRES,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DE LA VEREDA BUENOS AIRES - AGUAS DE BUENOS AIRES,100,2.0,13.28,21.31,32.8,1.57,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0403,OBANDO,Norte Cartago,Rural,MARCOPILIS,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DE LA VEREDA MARCOPOLIS,40,,12.93,22.51,29.8,1.57,2,2,4,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0404,OBANDO,Norte Cartago,Rural,SAN ISIDRO,ASOCIACION DE USUARIOS DEL ACUEDUCTO RURAL COMUNITARIO DEL CORREGIMIENTO DE SAN ISIDRO,220,,13.28,21.31,32.8,1.57,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0302,OBANDO,Norte Cartago,Rural,VILLA RODAS,ASOCIACION DE USUARIOS DEL ACUEDUCTO Y ALCANTARILLADO CORREGIMIENTO VILLARODAS # 2,280,1.5,13.16,21.69,31.1,1.57,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
ELNINO_0406,OBANDO,Norte Cartago,Rural,CORREGIMIETO VILLA RODAS,ASOCIACION DE USUARIOS DEL ACUEDUCTO Y ALCANTARILLADO VILLARODAS # 1,240,,13.16,21.69,31.1,1.57,1,2,3,P1,CHIRPS + ERA5-Land · GEE 1–15 ago 2026 vs 1991–2020 · matriz graduada V0.5
